,shop,phone,location
1654,문촌5 6단지기산한일A가관대,031-918-0579,경기 고양시 일산서구 주엽동 8 문촌마을 602동앞 도로가판대
1655,과천별양열쇠(가로판매대),02-504-2742,경기 과천시 별양동 1-1번지 GS주유소버스정류장앞가판
1656,문구백화점,031-764-3400,경기 광주시 경안동 54-11번지
1657,찻잔에담긴행운,031-521-1282,경기 남양주시 와부읍 덕소리 615번지 나동 102호
1658,만인의방,031-743-8854,경기 성남시 중원구 중앙동 909
1659,행운예감,031-758-0411,경기 성남시 수정구 태평동 3407
1660,복권닷컴,031-733-3477,경기 성남시 중원구 상대원동 2049-1번지
1661,행운복권방,031-313-7683,경기 시흥시 신천동 706-5
1662,로또복권판매점,031-885-3337,경기 여주시 홍문동 217-32
1663,대성슈퍼,031-983-2838,경기 김포시 사우동 254번지 초원빌딩1층
1664,로토피아,02-899-0789,경기 광명시 소하2동 932-4번지 상가1층102호
1665,꿈과희망의복권방,032-611-7382,경기 부천시 부천동 94-1번지
1666,금두꺼비복권방,031-923-0079,경기 고양시 일산서구 대화동 2208번지 재성빌딩1층
1667,월드컵복권방,031-797-1515,경기 광주시 경안동 57-12번지
1668,버스매표소,032-656-9688,경기 부천시 원미구 심곡동 164-4번지 도로부지
1669,인더라인25시,032-620-5553,경기 부천시 원미구 중동 1111번지 위브더스테이트상가6-109
1670,송내매표소,032-654-3320,경기 부천시 송내동 709-2번지 버스정류장
1671,현리행운복권방,031-585-3096,경기 가평군 조종면 현리 410-25
1672,화정복권,,경기 고양시 덕양구 화정동 913-1 1층
1673,로또명당,031-902-0839,경기 고양시 일산동구 풍동 633번지 동국프라자2층1-2호
1674,웃자로또,070-4128-8368,경기 광주시 오포읍 추자리 287-6
1675,푸시케,,경기 구리시 인창동 280-4 CU구리명동점 내
1676,드림LCL,032-671-8710,경기 부천시 고강동 337번지 가람5차 101호
1677,원종슈퍼,032-672-2862,경기 부천시 원종동 140-3번지 코아상가4호
1678,황금당안경원,032-674-8984,경기 부천시 원종동 220번지 1층
1679,KB스타의로또,032-671-4441,경기 부천시 오정동 725번지 훼미리마트내
1680,일등복권방,032-679-1494,경기 부천시 오정구 작동 32번지 영미빌딩
1681,제일슈퍼내로또,032-652-8563,경기 부천시 원미구 상동 241번지 제일슈퍼내
1682,로또명당,032-675-5249,경기 부천시 원미구 춘의동 135-8번지 1층제일마트
1683,그린마트,031-711-8345,경기 성남시 분당구 궁내동 192-2번지 107호
1684,꿈의실현,,경기 성남시 분당구 야탑3동 321-9 B02호
1685,퍼스트,031-717-3915,경기 성남시 수정구 양지동 530 1층
1686,수내행운복권방,031-717-2931,경기 성남시 분당구 수내동 17-3번지 105호 알파문구내
1687,롯또복권방,031-717-4348,경기 성남시 분당구 수내동 22-3번지 다운타운상가110호
1688,미래복권닷컴,031-707-5003,경기 성남시 분당구 분당동 67번지 건영아파트상가114호
1689,썬마트서현점,031-703-3653,경기 성남시 분당구 서현동 269-1번지 126호
1690,파주복권랜드,031-957-4333,경기 파주시 청암로17번길 63 장은프라자
1691,교하복권판매점,031-8070-8055,경기 파주시 동패동 1695-1번지 아이비타워108호
1692,일산복권,031-919-1188,경기 고양시 일산동구 장항2동 733-2번지 남정시티프라자8차 103호
1693,행복플러스 복권방,070-8842-9973,경기 광주시 오포읍 신현리 695-3번지 104호
1694,씨유 진건용정공단점,031-527-3273,경기 남양주시 진건읍 용정리 101-2
1695,축복,031-571-4896,경기 남양주시 퇴계원면 퇴계원리 215-4
1696,수원명당복권방,031-273-2119,경기 수원시 영통구 원천동 250-3
1697,빵!터진!로또복권판매점,031-437-9371,경기 안산시 상록구 본오동 872-20 우성아파트상가 114호
1698,에이원,031-387-1238,경기 안양시 동안구 관양1동 1389-4번지
1699,서종로또,031-772-4978,경기 양평군 서종면 문호리 394-1 1층 CU 옆
1700,그린스모크,031-378-6367,경기 오산시 금암동 501-3 106호
1701,장흥전기,031-283-0307,경기 용인시 기흥구 마북동 301-7번지
1702,신봉행운스토아,,경기 용인시 수지구 신봉동 40-2번지 신봉종합상가226호
1703,나도로또,031-942-1173,경기 파주시 동패동 1759-6번지 씨티타워104호
1704,엠파이어슈퍼,032-663-6004,경기 부천시 소사구 송내동 571-13번지
1705,해든복권나라,032-611-6533,경기 부천시 중동 1135번지 대야하이빌투 106호
1706,행운복권방,031-713-4774,경기 성남시 분당구 구미동 185-1번지 비즈파이코리아103호
1707,씨유 수내트라펠리스점,031-714-2774,경기 성남시 분당구 수내동 10-1번지 삼성트라펠리스108호
1708,덕원산업,031-722-1195,경기 성남시 수정구 창곡동 523-5 101호 오광편의점
1709,돼지복권,031-754-1268,경기 성남시 수정구 복정동 686-3번지
1710,럭키로또판매점,031-751-5150,경기 성남시 수정구 수진동 2996 1층 3호
1711,꿈에본그자리,031-742-6888,경기 성남시 중원구 금광동 4752번지
1712,드림,031-223-7532,경기 수원시 권선구 세류동 130
1713,드림복권방,031-232-3627,경기 수원시 권선구 세류동 459-16
1714,권선로또복권방,070-4502-3842,경기 수원시 권선구 탑동 843-4 천림빌딩102호
1715,들꽃편의점,031-215-2777,경기 수원시 영통구 매탄동 196-18
1716,행운복권방,031-205-2356,경기 수원시 영통구 영통동 998-1 평익칼라스위트110호
1717,대박로또,031-494-0747,경기 안산시 단원구 원곡동 798-11 102호
1718,대박로또판매점,031-483-3311,경기 안산시 단원구 선부동 1067-8 102호
1719,로또복권,031-485-7110,경기 안산시 단원구 선부동 1078-1
1720,영일종합장식,031-482-0039,경기 안산시 단원구 고잔동 539-3번지 신광프라자102호
1721,자유복권편의점,031-413-5962,경기 안산시 단원구 고잔동 518
1722,홈플러스선부점로또판매,031-480-7757,경기 안산시 단원구 선부동 1077-1
1723,중앙로또,031-413-7786,경기 안산시 단원구 고잔동 681-7 대덕프라자102호
1724,로또유통,031-411-0554,경기 안산시 단원구 고잔동 770-6번지 광장타운1층108호
1725,로또판매선부점,031-480-5928,경기 안산시 단원구 선부동 1076-17 122-2호
1726,로또24시편의점,031-480-5380,경기 안산시 단원구 선부동 1142-2번지 1층101호
1727,행운을주는로또판매점,031-402-3363,경기 안산시 단원구 초지동 735-4 태영프라자111호
1728,행운을드리는복권방,031-502-0425,경기 안산시 상록구 본오동 823-12번지
1729,행복을 드립니다 (흥부네),031-765-3007,경기 광주시 곤지암읍 건업리 550-7 좌측1벌
1730,초월대박복권방,031-767-2254,경기 광주시 초월읍 대쌍령리 196-18
1731,제이테크복권방,031-477-1228,경기 군포시 금정동 725-6
1732,잉크랑복권이랑,031-399-3906,경기 군포시 금정동 856-4 1층
1733,노다지복권방,031-982-7972,경기 김포시 북변동 235-14번지 제1층
1734,금도깨비복권전문점,031-997-6119,경기 김포시 하성면 원산리 346-1번지
1735,복권세상,031-846-6334,경기 남양주시 별내면 청학리 442
1736,전인정보통신,031-575-2181,경기 남양주시 오남읍 오남리 203-2번지 외1필지1층101
1737,에이스복권방,031-862-1368,경기 동두천시 생연동 385-4번지 1층
1738,서울복권방,031-863-2582,경기 동두천시 생연동 684-3번지
1739,복권방,032-678-5384,경기 부천시 원미구 도당동 141-3번지 성진그린타운102-102
1740,복권왕국,032-653-7824,경기 부천시 소사구 심곡본동 668-3번지 1층
1741,대박복권방,031-735-0477,경기 성남시 중원구 상대원동 2992-30번지
1742,복권닷컴,031-721-9767,경기 성남시 수정구 태평동 3521번지
1743,복권명가,031-743-6036,경기 성남시 중원구 상대원동 2318번지
1744,황금알복권방,031-748-7625,경기 성남시 중원구 상대원동 1535번지
1745,복권닷컴,031-625-6055,경기 성남시 수정구 수진동 89
1746,복권마을,031-735-5911,경기 성남시 중원구 상대원동 2995-17
1747,위례 로또,000-000-0000,경기 성남시 수정구 창곡동 507 상가1층 119-1호
1748,돼지방,031-731-7521,경기 성남시 중원구 상대원1동 1964번지
1749,천하명당복권방,031-239-7759,경기 수원시 권선구 세류동 1141-5
1750,천하명당복권방,031-293-1177,경기 수원시 권선구 고색동 49-10
1751,천하명당우만점,031-257-7769,경기 수원시 팔달구 우만동 466-5
1752,돈주리복권방,070-8187-8524,경기 수원시 영통구 영통동 985-5 102호
1753,운수대통,031-244-0366,경기 수원시 장안구 조원동 898-1
1754,왕대박복권,031-255-3775,경기 수원시 장안구 연무동 233-16
1755,행운이랑대박이랑,031-255-5888,경기 수원시 장안구 정자동 333-5
1756,종합복권슈퍼,031-319-2034,경기 시흥시 정왕1동 1735-2번지 정일빌딩104
1757,용꿈돼지꿈복권방,,경기 시흥시 하중동 873-3번지 법조타운103호
1758,행운복권마트,031-502-0417,경기 안산시 상록구 사동 1339-2 102호
1759,드림메드,031-405-1743,경기 안산시 상록구 월피동 452-11번지 101호
1760,휴먼복권방,031-485-0477,경기 안산시 단원구 고잔동 530-3번지 진양빌딩103호
1761,이지복권,031-495-2828,경기 안산시 단원구 원시동 773-9 107호
1762,복권명당,031-403-5282,경기 안산시 단원구 와동 760-5번지 102호
1763,송가상사,031-493-3359,경기 안산시 단원구 원곡동 377-1번지 안산역사쇼핑몰1층131-3호
1764,보물섬복권방,031-438-9345,경기 안산시 상록구 이동 529-4번지
1765,노다지복권방,031-487-3244,경기 안산시 단원구 와동 721-4 103호
1766,공단복권판매점,031-482-1645,경기 안산시 단원구 와동 708 102호
1767,복권명당,031-501-9585,경기 안산시 상록구 건건동 646-3번지
1768,대박미니수퍼,031-675-3863,경기 안성시 대덕면 내리 689-7 1층
1769,올웨이복권방편의점,031-445-4060,경기 안양시 만안구 박달동 68-29번지 1층
1770,행운나라복권방,031-471-7609,경기 안양시 만안구 석수동 785-14번지
1771,하이로또복권방,031-441-4435,경기 안양시 동안구 비산1동 554-37번지 서안빌라7동B02호
1772,휴먼복권방,031-441-6334,경기 안양시 만안구 안양동 622-253번지
1773,대선세무경영사무소,,경기 안산시 상록구 사동 1305 1층
1774,인앤아웃,,경기 안산시 상록구 수암동 502-8 103호
1775,로또육사오,031-502-2726,경기 안산시 상록구 일동 632-13번지 원영빌딩1층106호
1776,로또통신,031-677-1016,경기 안성시 인지동 352-10
1777,대박열린슈퍼,031-471-3040,경기 안양시 만안구 석수동 177-6
1778,복권방,031-836-5011,경기 양주시 광적면 가납리 742-11번지
1779,가수로또복권,031-374-3800,경기 오산시 누읍동 533-1번지
1780,민속촌 행운복권방,031-274-1307,경기 용인시 기흥구 하갈동 171
1781,상현복권스파,031-265-6725,경기 용인시 수지구 상현2동 254번지 원희캐슬프라자LG25시편의A-104
1782,광주역점(천운당),031-768-9404,경기 광주시 역동 202-1번지
1783,대진로또복권,031-263-4639,경기 용인시 수지구 죽전동 1176-1번지 애플프라자104호
1784,누구나복권방,031-422-8090,경기 의왕시 내손동 631-2 102호
1785,로또복권의왕점,031-477-7739,경기 의왕시 오전동 104 104호
1786,순살로복권,031-421-4110,경기 의왕시 내손동 690-13
1787,행운복권방,031-457-9075,경기 의왕시 오전동 118-8
1788,로또복권방,031-477-4813,경기 의왕시 오전동 324-9
1789,개그스토리마트(평택본점),070-8861-3698,경기 평택시 포승읍 만호리 311-26 1층 개그스토리편의점
1790,평택로또판매,031-618-9810,경기 평택시 비전동 624-2
1791,복권방,031-792-2774,경기 하남시 신장동 427-169번지
1792,행운로또,,경기 하남시 미사1동 1108-1 101호
1793,창미슈퍼,031-355-9933,경기 화성시 남양읍 남양리 1270-3
1794,로또복권,031-357-9003,경기 화성시 송산면 사강리 672-4
1795,복돼지복권방,031-351-0399,경기 화성시 우정읍 조암리 290-12
1796,로뎀,031-232-4215,경기 화성시 남양읍 북양리 524 미니스톱 편의점내
1797,풍무대박복권,031-983-7454,경기 김포시 풍무동 39-1
1798,굿프랜즈편의점,031-979-9470,경기 고양시 덕양구 토당동 877-1번지
1799,웃는로또방,031-974-0187,경기 고양시 덕양구 능곡동 335-113
1800,로또판매점,070-8841-8933,경기 고양시 일산동구 장항동 864번지 메트로골드제1층103호
1801,행운마트,031-917-6270,경기 고양시 일산서구 가좌동 969번지 104호
1802,로또복권,031-452-6800,경기 군포시 금정동 689-18 우림빌딩103호
1803,로또에스문구,,경기 군포시 군포1동 746-14 1층
1804,로또복권방,,경기 군포시 산본동 1134-2 신명빌딩1층1005호
1805,로또복권판매,032-653-7172,경기 부천시 원미구 중동 1107번지 위브더스테이트 102동 111호 CU부천위브점
1806,여수복권방,031-755-9932,경기 성남시 중원구 여수동 214
1807,행운복권방,031-747-0252,경기 성남시 중원구 은행동 1640번지
1808,로또복권방,031-234-3044,경기 수원시 권선구 세류동 255-9 1층
1809,로또복권방,031-311-1066,경기 시흥시 대야동 568-2번지 AC빌딩101
1810,나눔로또한대점,031-418-7000,경기 안산시 상록구 이동 716 한양대프라자106호
1811,로또복권방,,경기 안산시 상록구 본오동 860-12 102호
1812,다모아로또,031-401-4909,경기 안산시 상록구 월피동 445-21
1813,ING,031-443-7404,경기 안양시 만안구 안양동 574-1번지 1층
1814,꿈이있는로또,031-884-6586,경기 여주시 가남읍 신해리 617-6 오일뱅크 주유소
1815,로또판매점,031-883-1382,경기 여주시 능서면 신지리 802-3
1816,금강양품,031-884-4548,경기 여주시 대신면 율촌리 339-12 금강양품
