,shop,phone,location,1st,2nd
1621,프로피스,031-552-7776,경기 구리시 교문동 764-14번지,3.0,2.0
1622,삼성통신,031-552-2201,경기 구리시 수택1동 288번지,1.0,3.0
1623,ANY로또,031-257-6247,경기 수원시 장안구 조원동 676-12,,3.0
1624,영화모음,031-268-7667,경기 수원시 장안구 조원동 859-3 뉴타운프라자A-107,1.0,7.0
1625,진주비디오,031-293-9675,경기 수원시 권선구 서둔동 17-29,,9.0
1626,바른행정사사무소,031-918-7179,경기 고양시 일산서구 탄현동 1493-6,1.0,9.0
1627,고려의료기,031-452-0010,경기 군포시 당동 784 1층,,2.0
1628,대박행진 복권랜드,031-948-6737,경기 파주시 금촌동 989-1번지 금촌프라자107호,5.0,20.0
1629,GS25문산아침햇살,031-952-2208,경기 파주시 문산읍 문산리 17-55 1층,1.0,5.0
1630,다니엘사,031-493-2848,경기 안산시 단원구 초지동 796 101호,6.0,29.0
1631,태흥복권방,,경기 의정부시 흥선동 738-34,2.0,4.0
1632,스나이퍼,031-852-7900,경기 의정부시 용현동 268-32번지 104호,,3.0
1633,대박천하,031-873-6787,경기 의정부시 녹양동 146-11번지,1.0,5.0
1634,이마트24 의정녹양,031-874-5508,경기 의정부시 녹양동 83-60번지,,10.0
1635,대한통신,031-852-0101,경기 의정부시 자금동 470-5 105호,,
1636,북클럽,031-851-6614,경기 의정부시 민락동 707-1번지 103호,,8.0
1637,일등복권방,031-873-4992,경기 의정부시 호원2동 423번지 대명빌딩 1층,1.0,6.0
1638,웅진,031-231-8095,경기 수원시 팔달구 인계동 1045 동수원홈플러스 1층,2.0,16.0
1639,큰사랑통신,031-211-0987,경기 수원시 영통구 매탄동 200-21 101호,,3.0
1640,세민,032-662-2335,경기 부천시 원미구 중동 770-5번지 1층,,4.0
1641,피아치,032-325-2049,경기 부천시 소사본동 195 1층 CU,,2.0
1642,카베,032-326-2772,경기 부천시 원미구 상동 455번지 삼원타운1층-120,,2.0
1643,복권나라,031-377-1589,경기 오산시 오산동 853-19번지,,7.0
1644,영스타,,경기 평택시 팽성읍 송화리 266-1번지 103호,,6.0
1645,요술상자,031-652-0777,경기 평택시 비전동 598-4 동일건물내 이전,2.0,11.0
1646,밀리언 복권방,031-221-1236,경기 수원시 권선구 권선동 965-9,,1.0
1647,대박찬스,031-761-5729,경기 광주시 경안동 108-46번지 나산상가1층4호,1.0,8.0
1648,행복한사람들 (흥부네),031-763-7781,경기 광주시 곤지암읍 삼리 399-18번지,6.0,21.0
1649,복권천하,02-2684-1193,경기 광명시 광명동 374-10번지,,1.0
1650,인애 복권방,031-862-0627,경기 동두천시 생연동 560-11번지,,2.0
1651,금성경기마트,031-975-2341,경기 고양시 일산서구 일산동 632번지 1층,,1.0
1652,문촌5 6단지기산한일A가관대,031-918-0579,경기 고양시 일산서구 주엽동 8 문촌마을 602동앞 도로가판대,,4.0
1653,과천별양열쇠(가로판매대),02-504-2742,경기 과천시 별양동 1-1번지 GS주유소버스정류장앞가판,,4.0
1654,문구백화점,031-764-3400,경기 광주시 경안동 54-11번지,1.0,
1655,찻잔에담긴행운,031-521-1282,경기 남양주시 와부읍 덕소리 615번지 나동 102호,,2.0
1656,만인의방,031-743-8854,경기 성남시 중원구 중앙동 909,,3.0
1657,행운예감,031-758-0411,경기 성남시 수정구 태평동 3407,,1.0
1658,복권닷컴,031-733-3477,경기 성남시 중원구 상대원동 2049-1번지,,2.0
1659,행운복권방,031-313-7683,경기 시흥시 신천동 706-5,,7.0
1660,로또복권판매점,031-885-3337,경기 여주시 홍문동 217-32,,4.0
1661,대성슈퍼,031-983-2838,경기 김포시 사우동 254번지 초원빌딩1층,,5.0
1662,로토피아,02-899-0789,경기 광명시 소하2동 932-4번지 상가1층102호,2.0,5.0
1663,꿈과희망의복권방,032-611-7382,경기 부천시 부천동 94-1번지,1.0,1.0
1664,금두꺼비복권방,031-923-0079,경기 고양시 일산서구 대화동 2208번지 재성빌딩1층,1.0,11.0
1665,월드컵복권방,031-797-1515,경기 광주시 경안동 57-12번지,3.0,19.0
1666,버스매표소,032-656-9688,경기 부천시 원미구 심곡동 164-4번지 도로부지,1.0,3.0
1667,인더라인25시,032-620-5553,경기 부천시 원미구 중동 1111번지 위브더스테이트상가6-109,1.0,4.0
1668,송내매표소,032-654-3320,경기 부천시 송내동 709-2번지 버스정류장,3.0,13.0
1669,현리행운복권방,031-585-3096,경기 가평군 조종면 현리 410-25,2.0,10.0
1670,화정복권,,경기 고양시 덕양구 화정동 913-1 1층,,1.0
1671,로또명당,031-902-0839,경기 고양시 일산동구 풍동 633번지 동국프라자2층1-2호,,3.0
1672,웃자로또,070-4128-8368,경기 광주시 오포읍 추자리 287-6,,8.0
1673,푸시케,,경기 구리시 인창동 280-4 CU구리명동점 내,,2.0
1674,드림LCL,032-671-8710,경기 부천시 고강동 337번지 가람5차 101호,,1.0
1675,원종슈퍼,032-672-2862,경기 부천시 원종동 140-3번지 코아상가4호,,4.0
1676,황금당안경원,032-674-8984,경기 부천시 원종동 220번지 1층,,1.0
1677,KB스타의로또,032-671-4441,경기 부천시 오정동 725번지 훼미리마트내,,2.0
1678,일등복권방,032-679-1494,경기 부천시 오정구 작동 32번지 영미빌딩,,6.0
1679,제일슈퍼내로또,032-652-8563,경기 부천시 원미구 상동 241번지 제일슈퍼내,,1.0
1680,로또명당,032-675-5249,경기 부천시 원미구 춘의동 135-8번지 1층제일마트,,8.0
1681,그린마트,031-711-8345,경기 성남시 분당구 궁내동 192-2번지 107호,4.0,4.0
1682,꿈의실현,,경기 성남시 분당구 야탑3동 321-9 B02호,2.0,5.0
1683,퍼스트,031-717-3915,경기 성남시 수정구 양지동 530 1층,,3.0
1684,수내행운복권방,031-717-2931,경기 성남시 분당구 수내동 17-3번지 105호 알파문구내,1.0,5.0
1685,롯또복권방,031-717-4348,경기 성남시 분당구 수내동 22-3번지 다운타운상가110호,,4.0
1686,미래복권닷컴,031-707-5003,경기 성남시 분당구 분당동 67번지 건영아파트상가114호,1.0,8.0
1687,썬마트서현점,031-703-3653,경기 성남시 분당구 서현동 269-1번지 126호,,9.0
1688,파주복권랜드,031-957-4333,경기 파주시 청암로17번길 63 장은프라자,,3.0
1689,교하복권판매점,031-8070-8055,경기 파주시 동패동 1695-1번지 아이비타워108호,,5.0
1690,일산복권,031-919-1188,경기 고양시 일산동구 장항2동 733-2번지 남정시티프라자8차 103호,,
1691,행복플러스 복권방,070-8842-9973,경기 광주시 오포읍 신현리 695-3번지 104호,,2.0
1692,씨유 진건용정공단점,031-527-3273,경기 남양주시 진건읍 용정리 101-2,,2.0
1693,축복,031-571-4896,경기 남양주시 퇴계원면 퇴계원리 215-4,,2.0
1694,수원명당복권방,031-273-2119,경기 수원시 영통구 원천동 250-3,,1.0
1695,빵!터진!로또복권판매점,031-437-9371,경기 안산시 상록구 본오동 872-20 우성아파트상가 114호,,3.0
1696,에이원,031-387-1238,경기 안양시 동안구 관양1동 1389-4번지,2.0,2.0
1697,서종로또,031-772-4978,경기 양평군 서종면 문호리 394-1 1층 CU 옆,,
1698,그린스모크,031-378-6367,경기 오산시 금암동 501-3 106호,,3.0
1699,장흥전기,031-283-0307,경기 용인시 기흥구 마북동 301-7번지,,3.0
1700,신봉행운스토아,,경기 용인시 수지구 신봉동 40-2번지 신봉종합상가226호,,2.0
1701,나도로또,031-942-1173,경기 파주시 동패동 1759-6번지 씨티타워104호,1.0,2.0
1702,엠파이어슈퍼,032-663-6004,경기 부천시 소사구 송내동 571-13번지,,1.0
1703,해든복권나라,032-611-6533,경기 부천시 중동 1135번지 대야하이빌투 106호,1.0,7.0
1704,행운복권방,031-713-4774,경기 성남시 분당구 구미동 185-1번지 비즈파이코리아103호,2.0,7.0
1705,씨유 수내트라펠리스점,031-714-2774,경기 성남시 분당구 수내동 10-1번지 삼성트라펠리스108호,1.0,12.0
1706,덕원산업,031-722-1195,경기 성남시 수정구 창곡동 523-5 101호 오광편의점,,3.0
1707,돼지복권,031-754-1268,경기 성남시 수정구 복정동 686-3번지,,4.0
1708,럭키로또판매점,031-751-5150,경기 성남시 수정구 수진동 2996 1층 3호,,3.0
1709,꿈에본그자리,031-742-6888,경기 성남시 중원구 금광동 4752번지,1.0,9.0
1710,드림,031-223-7532,경기 수원시 권선구 세류동 130,4.0,5.0
1711,드림복권방,031-232-3627,경기 수원시 권선구 세류동 459-16,1.0,5.0
1712,권선로또복권방,070-4502-3842,경기 수원시 권선구 탑동 843-4 천림빌딩102호,5.0,12.0
1713,들꽃편의점,031-215-2777,경기 수원시 영통구 매탄동 196-18,1.0,6.0
1714,행운복권방,031-205-2356,경기 수원시 영통구 영통동 998-1 평익칼라스위트110호,,9.0
1715,대박로또,031-494-0747,경기 안산시 단원구 원곡동 798-11 102호,1.0,9.0
1716,대박로또판매점,031-483-3311,경기 안산시 단원구 선부동 1067-8 102호,1.0,2.0
1717,로또복권,031-485-7110,경기 안산시 단원구 선부동 1078-1,2.0,6.0
1718,영일종합장식,031-482-0039,경기 안산시 단원구 고잔동 539-3번지 신광프라자102호,1.0,5.0
1719,자유복권편의점,031-413-5962,경기 안산시 단원구 고잔동 518,1.0,9.0
1720,홈플러스선부점로또판매,031-480-7757,경기 안산시 단원구 선부동 1077-1,,4.0
1721,중앙로또,031-413-7786,경기 안산시 단원구 고잔동 681-7 대덕프라자102호,1.0,5.0
1722,로또유통,031-411-0554,경기 안산시 단원구 고잔동 770-6번지 광장타운1층108호,,6.0
1723,로또판매선부점,031-480-5928,경기 안산시 단원구 선부동 1076-17 122-2호,1.0,4.0
1724,로또24시편의점,031-480-5380,경기 안산시 단원구 선부동 1142-2번지 1층101호,2.0,8.0
1725,행운을주는로또판매점,031-402-3363,경기 안산시 단원구 초지동 735-4 태영프라자111호,2.0,10.0
1726,행운을드리는복권방,031-502-0425,경기 안산시 상록구 본오동 823-12번지,1.0,9.0
1727,행복을 드립니다 (흥부네),031-765-3007,경기 광주시 곤지암읍 건업리 550-7 좌측1벌,1.0,3.0
1728,초월대박복권방,031-767-2254,경기 광주시 초월읍 대쌍령리 196-18,5.0,16.0
1729,제이테크복권방,031-477-1228,경기 군포시 금정동 725-6,1.0,4.0
1730,잉크랑복권이랑,031-399-3906,경기 군포시 금정동 856-4 1층,,1.0
1731,노다지복권방,031-982-7972,경기 김포시 북변동 235-14번지 제1층,1.0,12.0
1732,금도깨비복권전문점,031-997-6119,경기 김포시 하성면 원산리 346-1번지,2.0,15.0
1733,복권세상,031-846-6334,경기 남양주시 별내면 청학리 442,1.0,5.0
1734,전인정보통신,031-575-2181,경기 남양주시 오남읍 오남리 203-2번지 외1필지1층101,1.0,5.0
1735,에이스복권방,031-862-1368,경기 동두천시 생연동 385-4번지 1층,1.0,7.0
1736,서울복권방,031-863-2582,경기 동두천시 생연동 684-3번지,2.0,5.0
1737,복권방,032-678-5384,경기 부천시 원미구 도당동 141-3번지 성진그린타운102-102,1.0,4.0
1738,복권왕국,032-653-7824,경기 부천시 소사구 심곡본동 668-3번지 1층,2.0,5.0
1739,대박복권방,031-735-0477,경기 성남시 중원구 상대원동 2992-30번지,1.0,1.0
1740,복권닷컴,031-721-9767,경기 성남시 수정구 태평동 3521번지,,3.0
1741,복권명가,031-743-6036,경기 성남시 중원구 상대원동 2318번지,,4.0
1742,황금알복권방,031-748-7625,경기 성남시 중원구 상대원동 1535번지,,
1743,복권닷컴,031-625-6055,경기 성남시 수정구 수진동 89,,2.0
1744,복권마을,031-735-5911,경기 성남시 중원구 상대원동 2995-17,,7.0
1745,위례 로또,000-000-0000,경기 성남시 수정구 창곡동 507 상가1층 119-1호,,3.0
1746,돼지방,031-731-7521,경기 성남시 중원구 상대원1동 1964번지,1.0,3.0
1747,천하명당복권방,031-239-7759,경기 수원시 권선구 세류동 1141-5,,7.0
1748,천하명당복권방,031-293-1177,경기 수원시 권선구 고색동 49-10,1.0,10.0
1749,천하명당우만점,031-257-7769,경기 수원시 팔달구 우만동 466-5,2.0,14.0
1750,돈주리복권방,070-8187-8524,경기 수원시 영통구 영통동 985-5 102호,,1.0
1751,운수대통,031-244-0366,경기 수원시 장안구 조원동 898-1,,4.0
1752,왕대박복권,031-255-3775,경기 수원시 장안구 연무동 233-16,,8.0
1753,행운이랑대박이랑,031-255-5888,경기 수원시 장안구 정자동 333-5,1.0,7.0
1754,종합복권슈퍼,031-319-2034,경기 시흥시 정왕1동 1735-2번지 정일빌딩104,4.0,13.0
1755,용꿈돼지꿈복권방,,경기 시흥시 하중동 873-3번지 법조타운103호,1.0,6.0
1756,행운복권마트,031-502-0417,경기 안산시 상록구 사동 1339-2 102호,,4.0
1757,드림메드,031-405-1743,경기 안산시 상록구 월피동 452-11번지 101호,1.0,4.0
1758,휴먼복권방,031-485-0477,경기 안산시 단원구 고잔동 530-3번지 진양빌딩103호,,2.0
1759,이지복권,031-495-2828,경기 안산시 단원구 원시동 773-9 107호,1.0,
1760,복권명당,031-403-5282,경기 안산시 단원구 와동 760-5번지 102호,,2.0
1761,송가상사,031-493-3359,경기 안산시 단원구 원곡동 377-1번지 안산역사쇼핑몰1층131-3호,1.0,9.0
1762,보물섬복권방,031-438-9345,경기 안산시 상록구 이동 529-4번지,,4.0
1763,노다지복권방,031-487-3244,경기 안산시 단원구 와동 721-4 103호,1.0,3.0
1764,공단복권판매점,031-482-1645,경기 안산시 단원구 와동 708 102호,,3.0
1765,복권명당,031-501-9585,경기 안산시 상록구 건건동 646-3번지,2.0,10.0
1766,대박미니수퍼,031-675-3863,경기 안성시 대덕면 내리 689-7 1층,,11.0
1767,올웨이복권방편의점,031-445-4060,경기 안양시 만안구 박달동 68-29번지 1층,,8.0
1768,행운나라복권방,031-471-7609,경기 안양시 만안구 석수동 785-14번지,3.0,1.0
1769,하이로또복권방,031-441-4435,경기 안양시 동안구 비산1동 554-37번지 서안빌라7동B02호,,1.0
1770,휴먼복권방,031-441-6334,경기 안양시 만안구 안양동 622-253번지,,2.0
1771,대선세무경영사무소,,경기 안산시 상록구 사동 1305 1층,2.0,9.0
1772,인앤아웃,,경기 안산시 상록구 수암동 502-8 103호,,5.0
1773,로또육사오,031-502-2726,경기 안산시 상록구 일동 632-13번지 원영빌딩1층106호,,3.0
1774,로또통신,031-677-1016,경기 안성시 인지동 352-10,2.0,16.0
1775,대박열린슈퍼,031-471-3040,경기 안양시 만안구 석수동 177-6,,3.0
1776,복권방,031-836-5011,경기 양주시 광적면 가납리 742-11번지,1.0,2.0
1777,가수로또복권,031-374-3800,경기 오산시 누읍동 533-1번지,,11.0
1778,민속촌 행운복권방,031-274-1307,경기 용인시 기흥구 하갈동 171,,3.0
1779,상현복권스파,031-265-6725,경기 용인시 수지구 상현2동 254번지 원희캐슬프라자LG25시편의A-104,,4.0
1780,광주역점(천운당),031-768-9404,경기 광주시 역동 202-1번지,1.0,13.0
1781,대진로또복권,031-263-4639,경기 용인시 수지구 죽전동 1176-1번지 애플프라자104호,,3.0
1782,누구나복권방,031-422-8090,경기 의왕시 내손동 631-2 102호,,1.0
1783,로또복권의왕점,031-477-7739,경기 의왕시 오전동 104 104호,,4.0
1784,순살로복권,031-421-4110,경기 의왕시 내손동 690-13,1.0,2.0
1785,행운복권방,031-457-9075,경기 의왕시 오전동 118-8,,2.0
1786,로또복권방,031-477-4813,경기 의왕시 오전동 324-9,1.0,1.0
1787,개그스토리마트(평택본점),070-8861-3698,경기 평택시 포승읍 만호리 311-26 1층 개그스토리편의점,2.0,5.0
1788,평택로또판매,031-618-9810,경기 평택시 비전동 624-2,2.0,3.0
1789,복권방,031-792-2774,경기 하남시 신장동 427-169번지,3.0,12.0
1790,행운로또,,경기 하남시 미사1동 1108-1 101호,2.0,9.0
1791,창미슈퍼,031-355-9933,경기 화성시 남양읍 남양리 1270-3,,17.0
1792,로또복권,031-357-9003,경기 화성시 송산면 사강리 672-4,4.0,9.0
1793,복돼지복권방,031-351-0399,경기 화성시 우정읍 조암리 290-12,1.0,3.0
1794,로뎀,031-232-4215,경기 화성시 남양읍 북양리 524 미니스톱 편의점내,1.0,9.0
1795,풍무대박복권,031-983-7454,경기 김포시 풍무동 39-1,1.0,8.0
1796,굿프랜즈편의점,031-979-9470,경기 고양시 덕양구 토당동 877-1번지,1.0,2.0
1797,웃는로또방,031-974-0187,경기 고양시 덕양구 능곡동 335-113,,4.0
1798,로또판매점,070-8841-8933,경기 고양시 일산동구 장항동 864번지 메트로골드제1층103호,2.0,3.0
